FIGHTER 1,HEIGHT 1,WEIGHT 1,REACH 1,STANCE 1,DATE OF BIRTH 1,SIGNIFICANT STRIKES LANDED PER MINUTE 1,SIGNIFICANT STRIKING ACCURACY 1,SIGNIFICANT STRIKES ABSORBED PER MINUTE 1,SIGNIFICANT STRIKE DEFENCE 1,AVERAGE TAKEDOWNS LANDED PER 15 MINUTES 1,TAKE DOWN ACCURACY 1,TAKEDOWN DEFENSE 1,AVERAGE SUBMISSIONS 1,WIN/LOSS PERCENTAGE 1,WINS 1,LOSSES 1,DRAWS 1,NO CONTESTS 1,FIGHTER 2,HEIGHT 2,WEIGHT 2,REACH 2,STANCE 2,DATE OF BIRTH 2,SIGNIFICANT STRIKES LANDED PER MINUTE 2,SIGNIFICANT STRIKING ACCURACY 2,SIGNIFICANT STRIKES ABSORBED PER MINUTE 2,SIGNIFICANT STRIKE DEFENCE 2,AVERAGE TAKEDOWNS LANDED PER 15 MINUTES 2,TAKE DOWN ACCURACY 2,TAKEDOWN DEFENSE 2,AVERAGE SUBMISSIONS 2,WIN/LOSS PERCENTAGE 2,WINS 2,LOSSES 2,DRAWS 2,NO CONTESTS 2,WINNER
Pedro Munhoz,66.0,135.0,65.0,Orthodox,38.0,5.45,0.43,6.14,0.56,0.47,0.19,0.82,0.5,0.667,20.0,8.0,0.0,2.0,Sean O'malley,71.0,135.0,72.0,Switch,30.0,7.25,0.61,3.51,0.61,0.43,0.42,0.62,0.4,0.895,17.0,1.0,0.0,1.0,3
Liz Carmouche,66.0,125.0,66.0,Orthodox,40.0,2.78,0.54,2.51,0.61,2.57,0.51,0.65,0.3,0.65,13.0,7.0,0.0,0.0,Katlyn Cerminara,69.0,125.0,68.0,Orthodox,36.0,4.59,0.34,4.41,0.63,0.27,0.15,0.54,0.3,0.783,18.0,5.0,0.0,0.0,1
Alex Oliveira,71.0,170.0,76.0,Orthodox,36.0,2.99,0.51,2.55,0.46,2.35,0.38,0.63,0.6,0.595,22.0,12.0,1.0,2.0,Tim Means,74.0,170.0,75.0,Orthodox,40.0,5.1,0.49,3.65,0.6,1.16,0.42,0.65,0.2,0.66,33.0,15.0,1.0,1.0,1
Kyle Kingsbury,76.0,205.0,79.0,Orthodox,42.0,2.97,0.4,3.81,0.51,2.64,0.41,0.52,0.0,0.611,11.0,6.0,0.0,1.0,Patrick Cummins,74.0,205.0,76.0,Orthodox,44.0,4.26,0.5,3.35,0.55,4.49,0.41,0.28,0.1,0.588,10.0,7.0,0.0,0.0,0
Devonte Smith,69.0,155.0,76.0,Orthodox,31.0,4.55,0.53,3.91,0.49,0.35,0.25,0.85,0.3,0.733,11.0,4.0,0.0,0.0,Julian Erosa,73.0,145.0,74.0,Southpaw,35.0,6.22,0.48,6.35,0.47,1.66,0.46,0.61,0.6,0.7,28.0,12.0,0.0,0.0,1
Clay Guida,67.0,155.0,70.0,Orthodox,43.0,2.64,0.33,3.01,0.61,3.13,0.36,0.67,0.6,0.644,38.0,21.0,0.0,0.0,Takanori Gomi,67.0,155.0,70.0,Southpaw,46.0,3.81,0.41,3.52,0.6,1.23,0.65,0.63,0.8,0.7,35.0,14.0,0.0,1.0,1
Joe Duffy,70.0,155.0,73.0,Orthodox,36.0,2.68,0.34,3.78,0.54,0.96,0.66,0.64,0.7,0.762,16.0,5.0,0.0,0.0,Reza Madadi,71.0,155.0,73.0,Orthodox,46.0,2.51,0.46,3.31,0.66,3.17,0.33,0.89,0.5,0.7,14.0,6.0,0.0,0.0,1
Jacare Souza,73.0,185.0,72.0,Orthodox,45.0,2.53,0.47,2.83,0.62,2.57,0.39,0.57,1.3,0.703,26.0,10.0,0.0,1.0,Gegard Mousasi,74.0,185.0,76.0,Orthodox,39.0,3.75,0.5,1.21,0.68,1.59,0.6,0.59,1.1,0.84,42.0,6.0,2.0,0.0,1
Stephan Bonnar,76.0,205.0,79.0,Orthodox,47.0,2.76,0.38,3.01,0.52,1.32,0.4,0.6,1.0,0.625,15.0,9.0,0.0,0.0,Mike Nickels,76.0,205.0,0.0,Orthodox,53.0,4.44,0.52,1.11,0.64,11.11,0.8,0.0,2.8,0.643,9.0,5.0,0.0,0.0,1
Darrick Minner,67.0,145.0,69.0,Orthodox,34.0,2.63,0.65,2.28,0.35,2.4,0.72,0.66,2.7,0.65,26.0,14.0,0.0,0.0,Shayilan Nuerdanbieke,68.0,145.0,69.0,Orthodox,30.0,2.28,0.45,2.94,0.5,2.9,0.33,0.4,0.0,0.78,39.0,11.0,0.0,0.0,0
Vanessa Melo,65.0,135.0,65.0,Orthodox,36.0,3.48,0.3,6.13,0.59,0.0,0.0,0.71,0.0,0.579,11.0,8.0,0.0,0.0,Tracy Cortez,65.0,125.0,65.0,Orthodox,31.0,4.11,0.53,2.79,0.6,2.33,0.46,0.75,0.3,0.917,11.0,1.0,0.0,0.0,0
Devonte Smith,69.0,155.0,76.0,Orthodox,31.0,4.55,0.53,3.91,0.49,0.35,0.25,0.85,0.3,0.733,11.0,4.0,0.0,0.0,Ludovit Klein,67.0,155.0,72.0,Southpaw,29.0,3.49,0.54,3.53,0.53,1.52,0.45,0.83,0.0,0.8,20.0,4.0,1.0,0.0,0
Brandon Royval,69.0,125.0,68.0,Southpaw,32.0,4.33,0.36,3.42,0.46,0.47,0.6,0.4,1.1,0.696,16.0,7.0,0.0,0.0,Rogerio Bontorin,65.0,125.0,67.0,Orthodox,32.0,2.63,0.52,3.27,0.5,2.9,0.6,0.51,1.0,0.727,16.0,4.0,0.0,2.0,1
Patrick Smith,74.0,225.0,0.0,Orthodox,61.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.541,20.0,17.0,0.0,0.0,Rudyard Moncayo,70.0,195.0,0.0,Orthodox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,1
Rich Clementi,69.0,155.0,72.0,Southpaw,48.0,1.43,0.37,2.29,0.6,1.72,0.42,0.25,1.1,0.652,45.0,23.0,1.0,0.0,Sam Stout,69.0,155.0,70.0,Orthodox,40.0,4.17,0.28,4.08,0.57,0.63,0.38,0.77,0.1,0.606,20.0,12.0,1.0,0.0,1
Shamil Gamzatov,74.0,205.0,76.0,Orthodox,34.0,5.35,0.48,3.46,0.51,0.0,0.0,0.5,0.0,0.933,14.0,1.0,0.0,0.0,Michal Oleksiejczuk,72.0,185.0,74.0,Southpaw,29.0,5.12,0.5,4.17,0.62,0.76,0.44,0.48,0.0,0.731,19.0,6.0,0.0,1.0,0
Shane Burgos,71.0,145.0,75.0,Orthodox,33.0,7.4,0.52,6.78,0.56,0.43,0.44,0.91,0.4,0.833,15.0,3.0,0.0,0.0,Charles Jourdain,69.0,145.0,69.0,Switch,29.0,5.56,0.48,4.31,0.57,0.09,0.1,0.48,0.6,0.652,15.0,7.0,1.0,0.0,1
Yair Rodriguez,71.0,145.0,71.0,Orthodox,32.0,4.65,0.46,3.99,0.52,0.69,0.27,0.58,0.7,0.727,16.0,5.0,0.0,1.0,Josh Emmett,66.0,145.0,70.0,Orthodox,39.0,4.04,0.36,4.61,0.61,0.91,0.37,0.46,0.1,0.826,19.0,4.0,0.0,0.0,1
Gleison Tibau,70.0,155.0,71.0,Southpaw,41.0,1.95,0.31,2.51,0.63,4.08,0.53,0.92,0.8,0.702,33.0,14.0,0.0,0.0,Evan Dunham,70.0,155.0,70.0,Southpaw,43.0,5.33,0.39,3.54,0.61,1.82,0.33,0.79,1.0,0.643,18.0,9.0,1.0,0.0,0
Sumudaerji,68.0,125.0,72.0,Southpaw,28.0,4.64,0.54,2.73,0.61,0.29,1.0,0.66,0.6,0.727,16.0,6.0,0.0,0.0,Malcolm Gordon,67.0,125.0,71.0,Switch,34.0,2.5,0.45,2.0,0.43,1.72,0.35,0.26,1.0,0.636,14.0,8.0,0.0,0.0,1
Mauricio Rua,73.0,205.0,76.0,Orthodox,43.0,3.57,0.5,2.79,0.54,2.01,0.48,0.49,0.7,0.643,27.0,14.0,1.0,0.0,Corey Anderson,75.0,205.0,79.0,Orthodox,35.0,4.43,0.46,2.22,0.59,4.89,0.5,0.83,0.0,0.737,14.0,5.0,0.0,0.0,1
Joanna Jedrzejczyk,66.0,115.0,65.0,Orthodox,37.0,6.28,0.48,3.25,0.62,0.27,0.62,0.8,0.1,0.762,16.0,5.0,0.0,0.0,Jessica Andrade,61.0,115.0,62.0,Orthodox,33.0,6.67,0.5,5.36,0.54,2.45,0.54,0.72,0.4,0.676,25.0,12.0,0.0,0.0,1
Tim Elliott,67.0,125.0,66.0,Southpaw,38.0,3.39,0.44,2.66,0.56,3.73,0.47,0.59,1.0,0.6,21.0,13.0,1.0,0.0,Ryan Benoit,65.0,125.0,68.0,Orthodox,35.0,2.88,0.39,3.65,0.58,0.28,0.22,0.72,0.4,0.556,10.0,8.0,0.0,0.0,1
Punahele Soriano,71.0,185.0,72.0,Southpaw,32.0,3.96,0.45,4.55,0.48,0.79,0.4,0.33,0.0,0.692,9.0,4.0,0.0,0.0,Roman Kopylov,72.0,185.0,75.0,Southpaw,33.0,4.66,0.54,4.1,0.6,0.42,0.5,0.87,0.0,0.8,12.0,3.0,0.0,0.0,0
Mitch Gagnon,65.0,135.0,65.0,Southpaw,40.0,2.76,0.46,2.21,0.61,1.16,0.25,0.65,1.9,0.706,12.0,5.0,0.0,0.0,Cole Smith,71.0,135.0,67.0,Orthodox,35.0,1.78,0.35,1.96,0.49,1.67,0.33,0.45,1.7,0.778,7.0,2.0,0.0,0.0,0
Davey Grant,68.0,135.0,69.0,Orthodox,39.0,4.77,0.42,3.82,0.55,1.26,0.41,0.61,0.2,0.682,15.0,7.0,0.0,0.0,Damian Stasiak,65.0,135.0,70.0,Orthodox,34.0,1.86,0.36,3.1,0.52,2.64,0.35,0.43,0.6,0.625,10.0,6.0,0.0,0.0,0
Marcus Brimage,64.0,135.0,71.0,Southpaw,39.0,3.97,0.35,3.64,0.56,0.56,1.0,0.8,0.0,0.5,7.0,7.0,0.0,0.0,Jimmie Rivera,64.0,135.0,68.0,Orthodox,35.0,4.03,0.4,3.9,0.6,0.88,0.27,0.92,0.1,0.821,23.0,5.0,0.0,0.0,0
Ariane Lipski,66.0,125.0,67.0,Orthodox,30.0,4.27,0.4,4.23,0.52,0.64,0.55,0.79,0.4,0.68,17.0,8.0,0.0,0.0,Molly Mccann,64.0,115.0,62.0,Orthodox,34.0,5.79,0.49,4.94,0.63,1.82,0.38,0.43,0.6,0.7,14.0,6.0,0.0,0.0,0
Armen Petrosyan,75.0,185.0,71.0,Orthodox,34.0,5.69,0.52,2.9,0.56,0.22,0.33,0.31,0.0,0.75,9.0,3.0,0.0,0.0,Gregory Rodrigues,75.0,185.0,75.0,Orthodox,32.0,6.08,0.55,5.3,0.51,2.46,0.45,1.0,0.5,0.75,15.0,5.0,0.0,0.0,1
Martin Buday,76.0,265.0,77.0,Orthodox,33.0,5.17,0.52,5.7,0.54,0.26,0.25,1.0,0.3,0.867,13.0,2.0,0.0,0.0,Jake Collier,75.0,230.0,78.0,Orthodox,36.0,5.8,0.44,5.08,0.5,0.71,0.33,0.67,0.6,0.565,13.0,10.0,0.0,0.0,1
Don Frye,73.0,219.0,0.0,Orthodox,59.0,2.87,0.64,3.57,0.37,0.91,0.57,0.45,0.7,0.645,20.0,9.0,1.0,1.0,Sam Adkins,75.0,225.0,0.0,Orthodox,59.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.241,7.0,20.0,2.0,0.0,1
Geraldo De Freitas,67.0,135.0,72.0,Orthodox,33.0,3.67,0.52,2.62,0.5,3.0,0.45,0.59,0.0,0.667,12.0,6.0,0.0,0.0,Felipe Colares,68.0,145.0,69.0,Orthodox,30.0,2.17,0.45,4.65,0.36,1.88,0.24,0.43,0.5,0.714,10.0,4.0,0.0,0.0,1
Chris Clements,70.0,170.0,70.0,Orthodox,48.0,3.2,0.49,2.37,0.44,0.0,0.0,0.32,0.3,0.632,12.0,6.0,0.0,1.0,Stephen Thompson,72.0,170.0,75.0,Orthodox,41.0,4.11,0.46,3.03,0.54,0.26,0.41,0.65,0.0,0.68,17.0,7.0,1.0,0.0,0
Walt Harris,77.0,250.0,77.0,Southpaw,41.0,3.05,0.39,3.33,0.54,0.29,0.28,0.7,0.1,0.542,13.0,10.0,0.0,1.0,Cody East,75.0,245.0,0.0,Orthodox,36.0,4.15,0.43,7.32,0.4,3.97,1.0,0.16,0.0,0.8,12.0,3.0,0.0,0.0,1
Dustin Poirier,69.0,155.0,72.0,Southpaw,35.0,5.49,0.5,4.3,0.53,1.36,0.36,0.63,1.2,0.763,29.0,8.0,0.0,1.0,Joe Duffy,70.0,155.0,73.0,Orthodox,36.0,2.68,0.34,3.78,0.54,0.96,0.66,0.64,0.7,0.762,16.0,5.0,0.0,0.0,1
Cathal Pendred,73.0,170.0,75.0,Orthodox,37.0,2.49,0.44,3.01,0.55,2.46,0.23,0.83,0.4,0.773,17.0,4.0,1.0,0.0,Mike King,75.0,185.0,0.0,--,41.0,4.44,0.58,1.29,0.72,1.75,0.25,0.4,3.5,0.833,5.0,1.0,0.0,0.0,1
Kyle Kingsbury,76.0,205.0,79.0,Orthodox,42.0,2.97,0.4,3.81,0.51,2.64,0.41,0.52,0.0,0.611,11.0,6.0,0.0,1.0,Jimi Manuwa,73.0,205.0,79.0,Orthodox,44.0,3.43,0.54,3.97,0.49,0.53,0.18,0.7,0.4,0.739,17.0,6.0,0.0,0.0,0
Erin Blanchfield,64.0,125.0,66.0,Orthodox,25.0,5.58,0.52,3.32,0.62,2.86,0.36,0.83,1.2,0.923,12.0,1.0,0.0,0.0,Taila Santos,66.0,125.0,68.0,Orthodox,31.0,3.39,0.48,2.64,0.58,2.0,0.76,0.86,1.1,0.864,19.0,3.0,0.0,0.0,1
Jim Alers,69.0,145.0,71.0,Orthodox,38.0,2.9,0.4,4.38,0.56,2.26,0.41,0.8,0.3,0.765,13.0,3.0,0.0,1.0,Jason Knight,70.0,145.0,71.0,Orthodox,32.0,2.95,0.33,3.02,0.51,1.31,0.31,0.47,1.7,0.8,20.0,5.0,0.0,0.0,0
Mike Pyle,72.0,170.0,74.0,Orthodox,49.0,2.74,0.45,2.84,0.6,1.8,0.35,0.7,1.5,0.643,27.0,14.0,1.0,0.0,James Head,73.0,170.0,73.0,Orthodox,40.0,2.75,0.48,3.11,0.49,0.41,1.0,0.66,0.8,0.692,9.0,4.0,0.0,0.0,1
Jared Rosholt,74.0,265.0,75.0,Orthodox,38.0,2.08,0.46,1.52,0.59,1.83,0.41,0.66,0.1,0.778,14.0,4.0,0.0,0.0,Aleksei Oleinik,74.0,240.0,80.0,Orthodox,47.0,3.29,0.48,3.8,0.44,1.82,0.46,0.37,1.9,0.769,60.0,17.0,1.0,0.0,0
Robbie Lawler,71.0,170.0,74.0,Southpaw,42.0,3.85,0.47,4.67,0.59,0.65,0.64,0.65,0.0,0.638,30.0,16.0,0.0,1.0,Jake Ellenberger,69.0,170.0,71.0,Orthodox,39.0,2.47,0.39,2.83,0.6,2.04,0.47,0.86,0.4,0.674,31.0,15.0,0.0,0.0,1
Anthony Hernandez,72.0,185.0,75.0,Orthodox,31.0,4.3,0.59,3.46,0.45,6.62,0.49,0.63,3.0,0.8,12.0,2.0,0.0,1.0,Roman Kopylov,72.0,185.0,75.0,Southpaw,33.0,4.66,0.54,4.1,0.6,0.42,0.5,0.87,0.0,0.8,12.0,3.0,0.0,0.0,1
Francisco Figueiredo,66.0,125.0,68.0,Southpaw,35.0,2.04,0.61,2.59,0.61,2.51,0.75,0.76,0.4,0.65,13.0,5.0,1.0,1.0,Jerome Rivera,70.0,125.0,72.0,Southpaw,29.0,3.21,0.33,2.6,0.51,0.0,0.0,0.4,0.0,0.625,10.0,6.0,0.0,0.0,1
Montel Jackson,70.0,135.0,75.0,Southpaw,32.0,3.36,0.53,1.41,0.64,3.42,0.71,0.69,0.3,0.867,13.0,2.0,0.0,0.0,Felipe Colares,68.0,145.0,69.0,Orthodox,30.0,2.17,0.45,4.65,0.36,1.88,0.24,0.43,0.5,0.714,10.0,4.0,0.0,0.0,1
Khamzat Chimaev,74.0,185.0,75.0,Orthodox,30.0,5.72,0.58,3.46,0.42,3.99,0.46,1.0,2.7,1.0,13.0,0.0,0.0,0.0,Rhys Mckee,74.0,170.0,78.0,Orthodox,29.0,6.06,0.48,9.47,0.44,0.0,0.0,0.33,0.0,0.625,10.0,5.0,1.0,0.0,1
Ange Loosa,70.0,170.0,74.0,Orthodox,31.0,6.32,0.46,6.88,0.51,2.25,0.45,1.0,0.2,0.769,10.0,3.0,0.0,0.0,Rhys Mckee,74.0,170.0,78.0,Orthodox,29.0,6.06,0.48,9.47,0.44,0.0,0.0,0.33,0.0,0.625,10.0,5.0,1.0,0.0,1
Vladimir Matyushenko,72.0,205.0,74.0,Orthodox,53.0,1.9,0.44,1.62,0.59,3.25,0.46,0.7,0.1,0.771,27.0,8.0,0.0,0.0,Travis Wiuff,75.0,205.0,0.0,Orthodox,46.0,0.48,0.3,4.03,0.41,4.84,0.57,0.44,1.2,0.773,75.0,21.0,0.0,1.0,1
Jairzinho Rozenstruik,74.0,242.0,78.0,Orthodox,36.0,2.81,0.45,3.15,0.45,0.0,0.0,0.73,0.0,0.722,13.0,5.0,0.0,0.0,Augusto Sakai,75.0,265.0,77.0,Orthodox,33.0,4.6,0.49,3.83,0.48,0.23,0.4,0.56,0.0,0.727,16.0,5.0,1.0,0.0,1
Taylor Lapilus,66.0,135.0,73.0,Southpaw,32.0,3.91,0.46,2.37,0.61,0.37,0.4,0.77,0.4,0.826,19.0,4.0,0.0,0.0,Yuta Sasaki,70.0,125.0,71.0,Southpaw,35.0,2.16,0.41,2.5,0.5,3.03,0.43,0.41,1.2,0.724,21.0,6.0,2.0,0.0,1
Eduarda Moura,66.0,115.0,66.0,Orthodox,30.0,5.61,0.67,0.45,0.8,5.34,1.0,0.0,1.3,1.0,10.0,0.0,0.0,0.0,Montserrat Conejo Ruiz,60.0,115.0,61.0,Southpaw,31.0,0.79,0.27,4.96,0.37,2.05,0.83,0.33,0.8,0.714,10.0,4.0,0.0,0.0,1
Tyson Griffin,66.0,145.0,68.0,Orthodox,40.0,3.71,0.41,2.3,0.65,1.87,0.46,0.59,0.9,0.667,16.0,8.0,0.0,0.0,Hermes Franca,66.0,155.0,71.0,Orthodox,50.0,1.78,0.39,2.85,0.55,1.53,0.36,0.37,2.4,0.571,24.0,17.0,0.0,1.0,1
Jasmine Jasudavicius,67.0,125.0,68.0,Orthodox,35.0,3.95,0.45,4.03,0.51,2.16,0.37,0.8,0.4,0.769,10.0,3.0,0.0,0.0,Priscila Cachoeira,67.0,125.0,65.0,Orthodox,36.0,3.76,0.44,7.03,0.43,0.15,0.33,0.65,0.0,0.667,12.0,6.0,0.0,0.0,1
Enrique Barzola,67.0,145.0,70.0,Orthodox,35.0,3.91,0.41,2.97,0.68,4.2,0.45,0.66,0.3,0.708,17.0,5.0,2.0,0.0,Movsar Evloev,67.0,145.0,72.0,Orthodox,30.0,4.43,0.48,2.89,0.61,4.75,0.46,0.71,0.2,1.0,18.0,0.0,0.0,0.0,0
Justine Kish,65.0,125.0,64.0,Orthodox,36.0,4.51,0.48,4.59,0.57,0.87,0.33,0.5,0.1,0.636,7.0,4.0,0.0,0.0,Ashley Yoder,67.0,115.0,69.0,Southpaw,37.0,3.42,0.39,4.13,0.47,1.09,0.27,0.66,0.6,0.471,8.0,9.0,0.0,0.0,1
Da'mon Blackshear,70.0,135.0,72.0,Switch,30.0,4.28,0.47,4.09,0.48,2.34,0.37,0.66,0.8,0.667,14.0,6.0,1.0,0.0,Mario Bautista,69.0,135.0,69.0,Switch,31.0,5.69,0.48,3.99,0.53,2.25,0.44,0.66,1.0,0.875,14.0,2.0,0.0,0.0,0
Alexander Gustafsson,77.0,205.0,79.0,Orthodox,37.0,4.03,0.4,3.53,0.51,1.53,0.39,0.83,0.4,0.692,18.0,8.0,0.0,0.0,Glover Teixeira,74.0,205.0,76.0,Orthodox,45.0,3.73,0.49,4.43,0.51,2.11,0.33,0.6,0.9,0.786,33.0,9.0,0.0,0.0,1
Dong Hyun Kim,74.0,170.0,76.0,Southpaw,43.0,2.12,0.49,1.89,0.58,2.93,0.43,0.71,0.6,0.786,22.0,4.0,1.0,1.0,Siyar Bahadurzada,71.0,170.0,73.0,Orthodox,40.0,2.91,0.4,3.23,0.49,1.32,0.61,0.62,0.3,0.727,24.0,8.0,1.0,0.0,1
Evan Tanner,72.0,185.0,74.0,Orthodox,53.0,3.05,0.59,2.64,0.56,2.55,0.43,0.25,1.3,0.8,32.0,8.0,0.0,0.0,Chris Haseman,71.0,205.0,0.0,Orthodox,55.0,0.93,0.7,4.67,0.28,0.0,0.0,0.4,2.0,0.541,20.0,17.0,0.0,0.0,1
Darren Uyenoyama,66.0,125.0,65.0,Orthodox,45.0,1.34,0.39,2.21,0.66,1.42,0.33,0.35,0.7,0.625,10.0,6.0,0.0,0.0,Alptekin Ozkilic,65.0,125.0,65.0,Orthodox,38.0,3.81,0.32,5.72,0.59,4.21,0.58,0.75,0.0,0.643,9.0,5.0,0.0,0.0,0
Andrei Arlovski,75.0,240.0,77.0,Orthodox,45.0,3.78,0.45,3.2,0.57,0.38,0.36,0.76,0.2,0.576,34.0,23.0,0.0,2.0,Brendan Schaub,76.0,245.0,78.0,Orthodox,41.0,2.92,0.37,2.22,0.57,2.32,0.46,0.72,0.4,0.667,10.0,5.0,0.0,0.0,1
Vitor Miranda,73.0,185.0,77.0,Orthodox,45.0,2.98,0.45,2.95,0.58,0.95,0.55,0.5,0.2,0.706,12.0,5.0,0.0,0.0,Marvin Vettori,72.0,185.0,74.0,Southpaw,31.0,4.56,0.45,4.24,0.56,1.66,0.45,0.69,0.5,0.704,19.0,7.0,1.0,0.0,0
Seo Hee Ham,62.0,115.0,62.0,Southpaw,37.0,4.2,0.39,5.15,0.61,0.0,0.0,0.66,0.2,0.68,17.0,8.0,0.0,0.0,Danielle Taylor,60.0,115.0,60.0,Orthodox,35.0,2.75,0.29,3.31,0.71,0.2,0.2,0.7,0.2,0.692,9.0,4.0,0.0,0.0,0
Glover Teixeira,74.0,205.0,76.0,Orthodox,45.0,3.73,0.49,4.43,0.51,2.11,0.33,0.6,0.9,0.786,33.0,9.0,0.0,0.0,Karl Roberson,73.0,205.0,74.0,Southpaw,34.0,2.57,0.51,2.42,0.57,0.72,0.4,0.42,0.5,0.6,9.0,6.0,0.0,0.0,1
Li Jingliang,72.0,170.0,71.0,Orthodox,36.0,4.46,0.42,3.84,0.57,1.25,0.41,0.6,0.0,0.704,19.0,8.0,0.0,0.0,Muslim Salikhov,71.0,170.0,70.0,Orthodox,40.0,3.36,0.51,2.94,0.62,1.27,0.4,0.73,0.0,0.792,19.0,5.0,0.0,0.0,1
John Moraga,66.0,125.0,66.0,Orthodox,40.0,2.57,0.43,2.55,0.56,0.62,0.23,0.44,1.1,0.731,19.0,7.0,0.0,0.0,Ashkan Mokhtarian,66.0,125.0,67.0,Southpaw,39.0,1.95,0.43,3.66,0.43,0.54,0.16,0.33,0.0,0.812,13.0,3.0,0.0,0.0,1
Chidi Njokuani,75.0,170.0,80.0,Orthodox,36.0,4.04,0.6,3.19,0.53,0.0,0.0,0.67,0.3,0.667,22.0,10.0,0.0,1.0,Dusko Todorovic,73.0,185.0,74.0,Orthodox,30.0,5.54,0.57,4.55,0.46,0.96,0.12,0.45,0.0,0.75,12.0,4.0,0.0,0.0,1
Molly Mccann,64.0,115.0,62.0,Orthodox,34.0,5.79,0.49,4.94,0.63,1.82,0.38,0.43,0.6,0.7,14.0,6.0,0.0,0.0,Julija Stoliarenko,67.0,125.0,66.0,Orthodox,31.0,2.49,0.39,4.54,0.46,0.93,0.27,0.54,1.7,0.5,11.0,9.0,2.0,0.0,0
Elias Theodorou,73.0,185.0,75.0,Orthodox,36.0,4.19,0.42,2.39,0.53,1.27,0.28,0.59,0.0,0.842,16.0,3.0,0.0,0.0,Thiago Santos,74.0,205.0,76.0,Orthodox,40.0,3.72,0.48,2.57,0.53,0.88,0.33,0.65,0.1,0.667,22.0,11.0,0.0,0.0,0
Gerald Meerschaert,73.0,185.0,77.0,Southpaw,37.0,3.3,0.44,3.5,0.53,2.01,0.37,0.34,1.5,0.673,35.0,17.0,0.0,0.0,Joe Pyfer,74.0,185.0,75.0,Orthodox,28.0,3.66,0.4,3.58,0.51,1.49,0.41,0.5,0.9,0.8,12.0,3.0,0.0,0.0,0
Ricky Turcios,69.0,135.0,71.0,Orthodox,31.0,5.08,0.37,3.7,0.55,1.0,0.25,0.45,0.2,0.812,13.0,3.0,0.0,0.0,Kevin Natividad,66.0,135.0,70.0,Orthodox,31.0,2.68,0.34,4.29,0.47,3.66,0.5,0.83,0.0,0.692,9.0,4.0,0.0,0.0,1
Charles Oliveira,70.0,155.0,74.0,Orthodox,35.0,3.54,0.53,3.19,0.51,2.32,0.4,0.55,2.7,0.773,34.0,9.0,0.0,1.0,Jared Gordon,69.0,155.0,68.0,Orthodox,36.0,5.39,0.57,3.4,0.57,1.95,0.4,0.62,0.0,0.741,20.0,6.0,0.0,1.0,1
Mateusz Rebecki,67.0,155.0,66.0,Southpaw,32.0,5.31,0.53,2.01,0.63,4.16,0.72,0.66,1.6,0.947,18.0,1.0,0.0,0.0,Roosevelt Roberts,74.0,155.0,73.0,Orthodox,30.0,3.05,0.44,3.12,0.52,1.39,0.29,0.52,0.9,0.667,12.0,5.0,0.0,1.0,1
Mirsad Bektic,68.0,145.0,70.0,Orthodox,33.0,2.43,0.41,1.8,0.57,3.98,0.52,0.92,0.4,0.765,13.0,4.0,0.0,0.0,Russell Doane,67.0,135.0,70.0,Orthodox,38.0,1.75,0.4,1.68,0.53,2.11,0.45,0.52,0.8,0.652,15.0,8.0,0.0,0.0,1
Francisco Trevino,69.0,155.0,70.0,Orthodox,43.0,2.65,0.42,2.42,0.64,0.97,0.22,0.41,0.0,0.812,13.0,3.0,0.0,0.0,Sage Northcutt,72.0,170.0,71.0,Orthodox,28.0,3.58,0.52,1.96,0.58,1.81,0.34,0.41,0.6,0.846,11.0,2.0,0.0,0.0,0
Raquel Pennington,67.0,135.0,67.0,Orthodox,36.0,4.14,0.52,3.29,0.6,0.9,0.27,0.63,0.7,0.64,16.0,9.0,0.0,0.0,Germaine De Randamie,69.0,135.0,71.0,Orthodox,40.0,2.72,0.46,2.14,0.65,0.0,0.0,0.69,0.4,0.714,10.0,4.0,0.0,0.0,0
Sean Pierson,72.0,170.0,76.0,Southpaw,48.0,3.84,0.39,3.73,0.64,0.39,0.18,0.66,0.4,0.7,14.0,6.0,0.0,0.0,Kenny Robertson,70.0,170.0,74.0,Orthodox,40.0,3.72,0.47,3.02,0.52,1.37,0.26,0.57,0.8,0.75,15.0,5.0,0.0,0.0,1
Gabriel Gonzaga,74.0,242.0,76.0,Orthodox,45.0,2.12,0.45,2.94,0.57,2.8,0.39,0.66,1.1,0.607,17.0,11.0,0.0,0.0,Dave Herman,76.0,242.0,77.0,Orthodox,40.0,4.98,0.6,3.78,0.48,1.49,1.0,0.58,0.0,0.786,22.0,6.0,0.0,0.0,1
Matt Wiman,70.0,155.0,68.0,Orthodox,41.0,3.17,0.5,3.57,0.51,2.13,0.37,0.56,1.5,0.615,16.0,10.0,0.0,0.0,Jordan Leavitt,69.0,155.0,71.0,Southpaw,29.0,2.55,0.61,1.84,0.57,2.19,0.25,0.3,1.1,0.786,11.0,3.0,0.0,0.0,0
